"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rs_max","Rs_maxday","Rs_min","Rs_minday","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Q10_0_10","Q10_5_15","Q10_10_20","Q10_0_20","Q10_other1","Q10_other1_temp_min","Q10_other1_temp_max","Q10_other2","Q10_other2_temp_min","Q10_other2_temp_max","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Lat_Adj","Long_Adj","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","PRECIP_SD","TAIR_SD","SPI"
821,"00:00.0",408,"Tsutsumi",NA,"","BBL","Japan","","Mount Hiei",1975.5,1,35.08,135.83,450,"None","",NA,27,"Chamaecyparis obtusa","Temperate","Forest","Unmanaged","Evergreen","Mature","Sandy loam","Dry",NA,NA,NA,NA,NA,12.1,1666,NA,NA,NA,"Soda lime",15,1,"",536,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",-2,25,NA,0.91,-30,86.133,0.067,0,NA,NA,"",1.06,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.08,0.17,35.25,135.75,1951.65,12.35,2183.4,11.63,1976,206.588,0.535,1.122
2474,"00:00.0",447,"Rajvanshi",NA,"","BBL","India","","Kurukshetra",1979.5,1.5,29.97,76.18,NA,"None","",NA,NA,"Dalbergia sissoo","Tropical","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,24.5,661,NA,NA,NA,"Alkali absorption",7,1,"",683,NA,NA,4.08,225,0.71,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Linear, R=a+b(T-c)","Mixed","mg CO2/m2/hr",10,38,NA,0.29,NA,-174.92,21.66,0,NA,NA,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.03,-0.18,29.75,76.25,507.49,24.45,483.4,24.88,1980,164.558,0.43,-0.146
2529,"00:00.0",560,"Naganawa",NA,"Q01","BBL","Japan","Shimane","Shimane University Experimental Farm",1987,1,35.5,133.1,NA,"None","",NA,1,"Mix","Temperate","Agriculture","Managed","Deciduous","Aggrading","Sandy loam","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",30,0.75,"",1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (log1), log(R)=a+b(T-c)","Positive","mmol CO2/m2/hr",4,40,NA,0.76,NA,0.311,0.034,0,NA,NA,"Negative",1.24,NA,2.2,2.2,NA,2.2,4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs estimated from figure",0.5,-0.1,35.75,133.25,2293.48,15.07,2021.4,15.44,1987,NA,NA,NA
1660,"00:00.0",680,"Bridgham",NA,"","BBL","USA","North Carolina","Croatan National Forest-short pocosin",1990,1,34.92,-77.08,NA,"None","",NA,NA,"Pinus spp.","Temperate","Wetland","Natural","Deciduous","Mature","Dysic, thermic Medisaprists","Wet",NA,NA,NA,NA,NA,16.8,1349,NA,NA,NA,"Alkali absorption",30,0.83,"",672,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (ln1), ln(R)=a+b(T-c)","Positive","mol CO2/m2/day",NA,NA,NA,0.67,10,-2.96,0.057,0,NA,NA,"",1.06,NA,1.77,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.08,0.08,34.75,-77.25,1374.37,16.52,1103.8,18.6,1990,202.641,0.677,-1.335
1661,"00:00.0",680,"Bridgham",NA,"","BBL","USA","North Carolina","Croatan National Forest-tall pocosin",1990,1,34.92,-77.08,NA,"None","",NA,NA,"Pinus spp.","Temperate","Wetland","Natural","Deciduous","Mature","Dysic, thermic Medisaprists","Wet",NA,NA,NA,NA,NA,16.8,1349,NA,NA,NA,"Alkali absorption",30,0.83,"",794,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (ln1), ln(R)=a+b(T-c)","Positive","mol CO2/m2/day",NA,NA,NA,0.78,10,-3.22,0.084,0,NA,NA,"",1.08,NA,2.33,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.08,0.08,34.75,-77.25,1374.37,16.52,1103.8,18.6,1990,202.641,0.677,-1.335
1662,"00:00.0",680,"Bridgham",NA,"","BBL","USA","North Carolina","Croatan National Forest-gum swamp",1990,1,34.92,-77.08,NA,"None","",NA,NA,"Eucalyptus spp.","Temperate","Wetland","Natural","Deciduous","Mature","Dysic, thermic Medisaprists","Wet",NA,NA,NA,NA,NA,16.8,1349,NA,NA,NA,"Alkali absorption",30,0.83,"",1086,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mol CO2/m2/day",NA,NA,NA,0.86,10,-3.85,0.121,-0.002,0,NA,"Negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.08,0.08,34.75,-77.25,1374.37,16.52,1103.8,18.6,1990,202.641,0.677,-1.335
247,"00:00.0",900,"Toland",NA,"","BBL","USA","Michigan","Manistee National Forest",1992,1,44.8,-85.8,375,"None","",NA,NA,"Acer saccharum-Quercus rubra","Temperate","Forest","Natural","Deciduous","Mature","Typic Haplorthod","Dry",NA,NA,NA,NA,NA,7.2,810,NA,NA,NA,"Soda lime",30,0.67,"",487,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g C/m2/day",3,16,28,0.43,10,0.938,0.069,0,NA,NA,"",1.87,1.99,1.99,1.99,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.2,-0.2,44.75,-85.75,756.15,6.93,624.8,6.56,1992,136.059,0.958,-0.965
249,"00:00.0",900,"Toland",NA,"","BBL","USA","Michigan","Manistee National Forest",1992,1,44.8,-85.8,375,"None","",NA,NA,"Acer saccharum-Tilia americana","Temperate","Forest","Natural","Deciduous","Mature","Typic Haplorthod","Dry",NA,NA,NA,NA,NA,7.2,810,NA,NA,NA,"Soda lime",30,0.67,"",469,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g C/m2/day",3,16,28,0.43,10,0.938,0.069,0,NA,NA,"",1.87,1.99,1.99,1.99,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.2,-0.2,44.75,-85.75,756.15,6.93,624.8,6.56,1992,136.059,0.958,-0.965
33,"00:00.0",951,"Haynes",NA,"Q10","BBL","USA","Wisconsin","Haynes1",1991,1,46.17,-89.67,NA,"None","",NA,31,"Pinus resinosa","Temperate","Forest","Managed","Evergreen","Mature","Haplorthod (loamy fine sand)","Dry",NA,NA,NA,NA,NA,4.2,586,NA,NA,NA,"Soda lime",30,0.6,"Exclusion",541,30,29,NA,NA,NA,NA,NA,362,496,0.42,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (other), R=a 10^(b(T-c))","Positive","g CO2/m2/hr",NA,NA,NA,0.8,10,0.158,0.023,0,NA,NA,"",1.68,1.7,1.7,1.7,1.7,1.94,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.5,758,146,205.2,351.2,NA,NA,42.4,NA,NA,NA,NA,431,NA,NA,NA,"Model units corrected from mg CO2/m2/hr",-0.17,-0.33,46.25,-89.75,800.17,4.33,1063.3,4.86,1991,140.295,0.888,1.876
35,"00:00.0",951,"Haynes",NA,"Q10","BBL","USA","Wisconsin","Haynes1",1992,1,46.17,-89.67,NA,"None","",NA,31,"Pinus resinosa","Temperate","Forest","Managed","Evergreen","Mature","Haplorthod (loamy fine sand)","Dry",NA,NA,NA,NA,NA,4.2,586,NA,NA,NA,"Soda lime",30,0.6,"Exclusion",483,20,29,NA,NA,NA,NA,NA,362,496,0.42,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (other), R=a 10^(b(T-c))","Positive","g CO2/m2/hr",NA,NA,NA,0.8,10,0.158,0.023,0,NA,NA,"",1.68,1.7,1.7,1.7,1.7,1.94,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.5,618,151,200.2,351.2,NA,NA,42.4,NA,NA,NA,NA,431,NA,NA,NA,"Model units corrected from mg CO2/m2/hr",-0.17,-0.33,46.25,-89.75,800.17,4.33,786,4.31,1992,140.295,0.888,-0.101
37,"00:00.0",951,"Haynes",NA,"Q10","BBL","USA","Wisconsin","Haynes1",1993,1,46.17,-89.67,NA,"None","",NA,31,"Pinus resinosa","Temperate","Forest","Managed","Evergreen","Mature","Haplorthod (loamy fine sand)","Dry",NA,NA,NA,NA,NA,4.2,586,NA,NA,NA,"Soda lime",30,0.6,"Exclusion",505,20,29,NA,NA,NA,NA,NA,362,496,0.42,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (other), R=a 10^(b(T-c))","Positive","g CO2/m2/hr",NA,NA,NA,0.8,10,0.158,0.023,0,NA,NA,"",1.68,1.7,1.7,1.7,1.7,1.94,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.5,791,110,241.2,351.2,NA,NA,42.4,NA,NA,NA,NA,431,NA,NA,NA,"Model units corrected from mg CO2/m2/hr",-0.17,-0.33,46.25,-89.75,800.17,4.33,780.1,3.73,1993,140.295,0.888,-0.143
699,"00:00.0",986,"Pi?ñol",NA,"","BBL","Spain","","Prades",1991,1,41.22,0.92,975,"None","",NA,40,"Quercus ilex","Mediterranean","Forest","Unmanaged","Deciduous","Aggrading","Xerochrepts w/ Xerothents","Dry",1.26,NA,NA,NA,NA,12,547,NA,NA,665,"IRGA",14,1,"",1069,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (log2), log(R)=a+b log(T-c)","Positive","mg CO2/m2/hr",3,21,25,0.28,10,1.33,0.68,0,NA,NA,"None",0.65,NA,2.11,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.22,0.08,41.25,0.75,454.48,13.56,435,13.25,1991,109.972,0.567,-0.177
700,"00:00.0",986,"Pi?ñol",NA,"","BBL","Spain","","Prades",1991,1,41.22,0.92,700,"None","",NA,40,"Quercus ilex","Mediterranean","Forest","Unmanaged","Deciduous","Aggrading","Xerochrepts w/ Xerothents","Dry",1.32,NA,NA,NA,NA,12,547,NA,NA,665,"IRGA",14,1,"",657,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (log2), log(R)=a+b log(T-c)","Positive","mg CO2/m2/hr",1,20,25,0.17,10,1.52,0.3,0,NA,NA,"Positive",0.42,NA,1.39,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.22,0.08,41.25,0.75,454.48,13.56,435,13.25,1991,109.972,0.567,-0.177
701,"00:00.0",986,"Pi?ñol",NA,"","BBL","Spain","","Montseny",1991,1,41.77,2.35,670,"None","",NA,40,"Quercus ilex","Mediterranean","Forest","Unmanaged","Deciduous","Aggrading","Xerochrepts w/ Xerothents","Dry",1.43,NA,NA,NA,NA,12,902,NA,NA,908,"IRGA",14,1,"",727,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (log2), log(R)=a+b log(T-c)","Positive","mg CO2/m2/hr",4,22,25,0.72,10,0.02,1.74,0,NA,NA,"Mixed",0.36,NA,6.76,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.23,-0.35,41.75,2.25,810.72,12.24,994.1,11.67,1991,168.931,0.813,1.086
114,"00:00.0",1078,"Lamade",NA,"","BBL","Benin","","Ouidah",1993,1,6.38,2.13,NA,"None","",NA,20,"Elaeis guineensis","Tropical","Forest","Managed","Evergreen","Mature","Ferrasol","Dry",1.5,NA,NA,NA,NA,27,950,NA,NA,NA,"IRGA",0.04,0.08,"Extraction",1610,NA,NA,NA,NA,NA,NA,NA,1111,499,0.69,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",20,33,11,0.76,15,0.62,0.07,0,NA,NA,"",NA,NA,NA,2,NA,2,20,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.38,-0.13,6.25,2.25,898.23,26.96,716.4,26.98,1993,NA,NA,NA
3252,"00:00.0",1093,"Nakane",NA,"Q03,Q10","BBL","Japan","Hiroshima","Yoshiwa",1992.5,1,34.18,132.13,705,"None","",NA,102,"Quercus serrata","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,12.1,2174,NA,NA,NA,"Soda lime",20,1,"",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",3,22,NA,0.84,0,84.67,0.115,0,NA,NA,"",1.69,3.16,3.16,3.16,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11325,NA,NA,NA,610,NA,NA,"Table and text disagree on annual Rs, but figure seems to agree with text",-0.18,-0.13,34.25,132.25,1775,14.7,2331.3,14.19,1993,NA,NA,NA
706,"00:00.0",1099,"Paludan",NA,"","BBL","Denmark","","Voldby Stream-LN",1993.5,1,56.23,9.82,46,"None","",NA,NA,"Alnus spp., Salix spp.","Temperate","Wetland","Unmanaged","Deciduous","Mature","Organic","Wet",NA,NA,NA,NA,NA,7.8,720,NA,NA,NA,"Gas chromatography",30,1,"",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","","mmol CO2/m2/hr",0.7,12.7,NA,0.69,NA,1.103,0.093,0,NA,NA,"",0.78,2.53,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.23,0.18,56.25,9.75,636.93,7.39,400.8,7.95,1994,165.744,0.792,-1.425
707,"00:00.0",1099,"Paludan",NA,"","BBL","Denmark","","Voldby Stream-LF",1993.5,1,56.23,9.82,46,"None","",NA,NA,"Alnus spp., Salix spp.","Temperate","Wetland","Unmanaged","Deciduous","Mature","Organic","Wet",NA,NA,NA,NA,NA,7.8,720,NA,NA,NA,"Gas chromatography",30,1,"",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","","mmol CO2/m2/hr",2.1,13.7,NA,0.39,NA,0.539,0.076,0,NA,NA,"",0.32,2.14,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.23,0.18,56.25,9.75,636.93,7.39,400.8,7.95,1994,165.744,0.792,-1.425
396,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Ilomantsi-I23",1991,1,62.77,30.97,NA,"None","",NA,NA,"","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,650,NA,NA,NA,"IRGA",21,1,"",551,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.58,2,4.474,0.091,-0.009,38,NA,"Negative",3.58,2.48,2.48,2.48,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.23,0.03,62.75,30.75,674.06,1.96,799.3,2.62,1991,85.428,1.117,1.466
399,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Ilomantsi-I26",1991,1,62.77,30.97,NA,"None","",NA,NA,"","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,650,NA,NA,NA,"IRGA",21,1,"",154,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.77,2,3.144,0.153,NA,10,NA,"Negative",2.48,4.62,4.62,4.62,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.23,0.03,62.75,30.75,674.06,1.96,799.3,2.62,1991,85.428,1.117,1.466
376,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Ilomantsi-I3",1991,1,62.77,30.97,NA,"None","",NA,NA,"","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,650,NA,NA,NA,"IRGA",21,1,"",111,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.42,2,2.896,0.094,-0.04,12,NA,"Negative",0.66,2.56,2.56,2.56,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.23,0.03,62.75,30.75,674.06,1.96,799.3,2.62,1991,85.428,1.117,1.466
377,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Lakkasuo-L4",1991,1,61.78,24.3,NA,"None","",NA,NA,"Sedges","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,700,NA,NA,NA,"IRGA",21,1,"",178,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.65,2,3.437,0.057,-0.044,11,NA,"Negative",0.78,1.77,1.77,1.77,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.22,-0.3,61.75,24.25,590.34,3.33,602.5,3.77,1991,84.841,1.062,0.143
379,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Ilomantsi-I6",1991,1,62.77,30.97,NA,"None","",NA,NA,"Sphagnum fuscum","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,650,NA,NA,NA,"IRGA",21,1,"",101,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.64,2,2.85,0.097,-0.032,16,NA,"Negative",0.63,2.64,2.64,2.64,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.23,0.03,62.75,30.75,674.06,1.96,799.3,2.62,1991,85.428,1.117,1.466
381,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Lakkasuo-L8",1991,1,61.78,24.3,NA,"None","",NA,NA,"","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,700,NA,NA,NA,"IRGA",21,1,"",152,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.66,2,3.436,0.074,-0.028,15,NA,"Negative",0.99,2.1,2.1,2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.22,-0.3,61.75,24.25,590.34,3.33,602.5,3.77,1991,84.841,1.062,0.143
383,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Lakkasuo-L10",1991,1,61.78,24.3,NA,"None","",NA,NA,"","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,700,NA,NA,NA,"IRGA",21,1,"",292,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.53,2,4.029,0.064,-0.028,12,NA,"Negative",1.76,1.9,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.22,-0.3,61.75,24.25,590.34,3.33,602.5,3.77,1991,84.841,1.062,0.143
385,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Lakkasuo-L12",1991,1,61.78,24.3,NA,"None","",NA,NA,"","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,700,NA,NA,NA,"IRGA",21,1,"",343,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.61,2,4.132,0.088,-0.014,22,NA,"Negative",2.56,2.41,2.41,2.41,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.22,-0.3,61.75,24.25,590.34,3.33,602.5,3.77,1991,84.841,1.062,0.143
387,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Ilomantsi-I14",1991,1,62.77,30.97,NA,"None","",NA,NA,"","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,650,NA,NA,NA,"IRGA",21,1,"",285,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.52,2,3.561,0.137,NA,15,NA,"Negative",3.21,3.94,3.94,3.94,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.23,0.03,62.75,30.75,674.06,1.96,799.3,2.62,1991,85.428,1.117,1.466
392,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Lakkasuo-L19",1991,1,61.78,24.3,NA,"None","",NA,NA,"","Boreal","Wetland","Natural","","Mature","Organic","Wet",NA,NA,NA,NA,NA,3,700,NA,NA,NA,"IRGA",21,1,"",190,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.56,2,3.603,0.108,NA,2,NA,"Negative",2.5,2.94,2.94,2.94,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.22,-0.3,61.75,24.25,590.34,3.33,602.5,3.77,1991,84.841,1.062,0.143
393,"00:00.0",1116,"Silvola",NA,"Q03,Q10","BBL","Finland","","Lakkasuo-L20",1991,1,61.78,24.3,NA,"None","",NA,30,"","Boreal","Wetland","Unmanaged","","Aggrading","Organic","Wet",NA,NA,NA,NA,NA,3,700,NA,NA,NA,"IRGA",21,1,"",326,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",5,32,NA,0.68,2,4.183,0.071,-0.021,30,NA,"Negative",1.64,2.03,2.03,2.03,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s and R10s calculated based on mean water table depth",0.22,-0.3,61.75,24.25,590.34,3.33,602.5,3.77,1991,84.841,1.062,0.143
